,id,name,name_cluster_coffee,name_cluster_contains_coffee,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,lowest_price_missing,highest_price,highest_price_missing,first_appeared_fixed,last_appeared_fixed
1270,171903,Cafe Gout Italien,coffee,1,2,2,1985,1985,0.0,False,0.0,False,1985,1985
1271,171904,"Cafe Viennois, Creme Fleurette",coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1272,172312,"Eiskaffee, Rahm",iced coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1273,172399,Kona Coffee Grog,kona coffee,1,2,2,1963,1965,0.0,False,0.0,False,1963,1965
1274,172645,Kaffee entkoffeiniert,coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1275,172809,"KONA COFFEE GROG (a Beachcomber Original) A masterful blend of Kona Coffee and fine rums, with a dash of this and a dash of that",kona coffee,1,1,1,1965,1965,0.0,False,0.0,False,1965,1965
1276,172842,"Hochrippe vom Nebraska-Rind ""Cafe de Paris"" mit feinem Gartner-Gemuse und Kartoffel-Rosti",coffee with food,1,1,0,0,0,0.0,False,0.0,False,1840,1840
1277,172977,1 Haferl Kaffee,coffee,1,1,1,1987,1987,0.0,False,0.0,False,1987,1987
1278,173122,"Entrecote ""Cafe de Paris"" Pommes frites gemischter Salat",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1279,173251,GenieBen Sie den wohl kostbarsten Kaffee der Welt mit einem Glas Kahlua Kaffeelikor oder einem feinen Cognac und einem Pralinee,coffee cocktail,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1280,173329,"Chocolate Espresso Cake, Served with Raspberry Sauce",espresso cake,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1281,173334,"The ""Sun-Up"" Continental Your choice of juice or chilled fruit compote and a danish roll with butter and preserves. Hot coffee.",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1282,173344,"Jumer Steak with Eggs Jumer's choice sirloin steak, cooked to your order, served with two farm fresh eggs, prepared to your preference, and hashed brown potatoes. Toast with jam, jelly and butter. Tea, milk or coffee.",coffee with food,1,1,1,0,0,6.5,False,6.5,False,1840,1840
1283,173567,"Served with Toast or Bicuits, Sweet Cream Butter and plenty of hot fresh Coffee",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1284,173621,Iced coffee with vanilla ice-cream,coffee glacé,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1285,173624,"Early Bird  Choice of Dry Cereal with Sliced Bananas and Cream, Toast, Preserves and lots of hot fresh Coffee and a Newspaper",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1286,173626,Continental  Large Fruit Juice Oven Fresh Danish Breakfast Roll Butter and plenty of Coffee and a Newspaper,coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1287,173661,"Kaffee, Kaffee Hag oder Schokolade",coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1288,173666,Rudesheimer Kaffee,coffee,1,2,2,0,0,0.0,False,0.0,False,1840,1840
1289,173676,"Tea Time a la Frankfurter Hof, ""Eine schone Art, Tee zu geniessen,"" Frisch aufebruhter Tee vom Wagen - soviel Sie mogen - oder naturlich Kaffee oder Schokolade mit Sahne, dazu feines Teegeback und leckere Kuchen aus unserer hauseigenen Patisserie sowie ha",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1290,173683,"Afternoon Tea a la Frankfurter Hof, ""A fine way to take tea,"" Freshly brewed tea from the trolley - as much as you like - or coffee or chocolate with cream.  Accompanied by the fine pastries, delicious cakes from our own patisserie and dainy sandwiches in",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1291,173729,Pot of freshly brewed Coffee,coffee (pot),1,1,1,0,0,0.35,False,0.35,False,1840,1840
1292,173971,Caffe Pronto,coffee,1,1,1,0,0,3.0,False,3.0,False,1840,1840
1293,174198,Turkish Coffee Ice Cream,turkish coffee,1,3,3,1965,1965,0.15,False,0.5,False,1965,1965
1294,174209,Turkish Coffee Camelback Soda (with Coffee Ice Cream),turkish coffee,1,1,1,1965,1965,0.45,False,0.45,False,1965,1965
1295,174216,Mocha Chocolate Camelback Soda (with Coffee Ice Cream),coffee ice cream,1,1,1,1965,1965,0.45,False,0.45,False,1965,1965
1296,174225,Mocha Chocolate Milk Shake,mocha drink,1,1,1,1965,1965,0.5,False,0.7,False,1965,1965
1297,174227,Turkish Coffee Milk Shake,turkish coffee,1,1,1,1965,1965,0.5,False,0.7,False,1965,1965
1298,174288,Try Senor Pico's KAFE-LA-TE,latte (coffee),1,1,1,1966,1966,0.75,False,0.75,False,1966,1966
1299,174415,Kafé-La-Té (a fine after-dinner drink of strong coffee and rich chocolate combined with brandy),coffee with food,1,1,1,1966,1966,0.8,False,0.8,False,1966,1966
1300,174806,"ICED KAFFEE . . . Europe's substitue for the Coffee Break. Sugar Bowl Turkish Coffee Ice Cream, Doused with Coffee in a Parfait Glass, Topped with Delicious Whip",turkish coffee,1,1,1,1965,1965,0.0,False,0.0,False,1965,1965
1301,174811,Chocolate Mocha (with Coffee Ice Cream),coffee ice cream,1,1,1,1965,1965,0.0,False,0.0,False,1965,1965
1302,174812,Coffee (with Coffee Ice Cream),coffee with food,1,1,1,1965,1965,0.0,False,0.0,False,1965,1965
1303,174816,"GOSH-AWFUL-GOOEY Fresh Banana split lengthwise, Turkish Coffee Ice Cream blanketed with Caramel Sauce, Red Raspberry Ice smothered in Marshmallow Sauce with delicious Whip and a juicy red Maraschino Cherry atop",turkish coffee,1,1,1,1965,1965,0.0,False,0.0,False,1965,1965
1304,174821,"ROCKY MOUNTAIN SUNDAE Coffee Ice Cream drenched in Chocolate Syrup, topped with Walnuts, delicious Whip and a red Maraschino Cherry",coffee sundae,1,1,1,1965,1965,0.7,False,0.7,False,1965,1965
1305,174826,"23 SKIDDO Dreamy Coffe Syrup, Old Dutch Chocolate Ice Cream, sliced Banana surprises, Chocolate Syrup, Turkish Coffee Ice Cream, all spruced up with tempting Whip and a red Cherry",turkish coffee,1,1,1,1965,1965,0.7,False,0.7,False,1965,1965
1306,174923,Irish Coffee Bombe,irish coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1307,174924,Irish Coffee bomb,irish coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1308,174925,Bombe Irish Coffee,irish coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1309,174963,1 Bayerisches Kaffeehaferl,coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1310,175276,Tasse Bommer Kaffee,coffee,1,1,1,1975,1975,0.0,False,0.0,False,1975,1975
1311,175423,"STEAK SANDWICH Served Open-Faced with Salad, French Fries and Coffee",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1312,175542,Cafe Diablo,coffee,1,2,2,1965,1965,1.5,False,1.75,False,1965,1965
1313,175565,Coffee grog,coffee,1,1,1,1985,1985,1.5,False,1.5,False,1985,1985
1314,175761,Vien. Our blend coffee,coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1315,175763,De-caffeinated,coffee (decaf),1,1,1,0,0,0.6,False,0.6,False,1840,1840
1316,175764,Cafe Russe,russian coffee,1,3,3,1985,1985,1.1,False,6.0,False,1985,1985
1317,175765,Cafe Slav,coffee,1,1,1,0,0,1.1,False,1.1,False,1840,1840
1318,175766,Cafe Supreme,coffee,1,1,1,0,0,1.75,False,1.75,False,1840,1840
1319,175767,Hot Mocha,mocha (coffee),1,1,1,0,0,1.1,False,1.1,False,1840,1840
1320,175770,New Orleans Coffee,new orleans coffee,1,1,1,0,0,0.55,False,0.55,False,1840,1840
1321,175796,Iced Mocha,iced mocha,1,2,2,1985,1985,0.8,False,1.1,False,1985,1985
1322,175872,Demi tasse (French coffee,espresso,1,1,1,0,0,2.5,False,2.5,False,1840,1840
1323,175874,French cafe a lait (glass),cafe au lait,1,1,1,0,0,3.5,False,3.5,False,1840,1840
1324,176124,MADRAS COFFEE Indian spiced coffee,iced coffee,1,1,1,0,0,1.95,False,1.95,False,1840,1840
1325,176129,"Double Mocha ""Coupe"" with Dark Chocolate a light mousse with espresso tuiles and english cream",mocha (coffee),1,1,1,0,0,0.0,False,0.0,False,1840,1840
1326,176488,Brewed Decaffeinated,coffee (decaf),1,1,1,1988,1988,2.0,False,2.0,False,1988,1988
1327,176489,"Irish Coffee - Irish Whiskey, Whipped Cream",irish coffee,1,1,1,1988,1988,0.0,False,0.0,False,1988,1988
1328,176490,"Italian Coffee - Espresso, Anisette, Whipped Cream",espresso,1,1,1,1988,1988,5.0,False,5.0,False,1988,1988
1329,176491,"Mexican Coffee - Kahlua, Whipped Cream",coffee,1,1,1,1988,1988,5.0,False,5.0,False,1988,1988
1330,176574,Cafe brulot diabolique,cafe brulot,1,4,4,1940,1967,1.0,False,1.4,False,1940,1967
1331,176670,"Kaffee, Kaffee Hag, Tee oder Kakao, Konfiture, Marmelade, Honig und Butter, reiche Brot- und Gebackauswahl",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1332,176671,"Fruchtsaft, 1 gekochtes Ei, Kaffee, Kaffee Hag, Tee oder Kakao, Konfiture, Marmelade, Honig und Butter, reiche Brot- und Gebackauswahl",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1333,176672,"Fruchtsaft, Aufschnitt und Kase, Kaffee, Kaffee Hag, Tee oder Kakao, Konfiture, Marmelade, Honig und Butter, reiche Brot- und Gebackauswahl",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1334,176685,"Coffee, Sanka-Coffee, Tea or Chocolate, Jam, Marmalade, Honey and Butter, rich Choice of Bread and Rolls",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1335,176686,"Fruit Juice, one boiled Egg, Coffee, Sanka-Coffe, Tea or Chocolate, Jam, Marmalade, Honey and Butter, rich Choice of Bread and Rolls",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1336,176687,"Fruit Juice, Assorted Platter and Cheese, Coffee, Sanka-Coffee, Tea or Chocolate, Jam, Marmalade, Honey and Butter, rich Choice of Bread and Rolls",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1337,176810,Brewed Decaffeinted,coffee (decaf),1,1,1,0,0,0.0,False,0.0,False,1840,1840
1338,176811,"Irish Coffee with brown sugar, Irish whiskey, whipped cream",irish coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1339,176812,"Mexican Coffee brown sugar, Kahula, fresh whipped cream",coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1340,176813,"Italian Coffee Espresso with rimmed sugar, lemon, Anisette and fresh whipped cream",espresso,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1341,176920,"Cafe, The, Chocolat ou Lait",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1342,177060,Ristretto,ristretto,1,2,2,0,0,0.0,False,0.0,False,1840,1840
1343,177067,Cafe a la Pompadour  Schokolade und Kaffee,coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1344,177070,Cafe Royal mit Weinbrand,coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1345,177073,Kaffee Pharisaer Art mit Rum,coffee cocktail,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1346,177074,Russischer Kaffee mit Vodka,russian coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1347,177076,Diplomatenkaffee mit Mokkalikor,coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1348,177077,Kaffee Advocaat mit Eierlikor,coffee cocktail,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1349,177080,Kaisermelenage Espresso mit Milch und Cognac,espresso cocktail,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1350,177222,Pepsi Cola (coffeinhaltige Limonade),coffee,1,1,0,2005,2005,0.0,False,0.0,False,2005,2005
1351,177225,Spezi - Schwip Schwap (coffeinhaltige Limonade),coffee,1,1,0,2005,2005,0.0,False,0.0,False,2005,2005
1352,177676,Kannchen Kaffee / Kannchen Hag,coffee,1,1,1,1967,1967,0.0,False,0.0,False,1967,1967
1353,177924,Custom Blend Coffee,coffee,1,2,2,1963,1963,0.35,False,0.4,False,1963,1963
1354,177932,Tasse koffeinfreier Kaffee,coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1355,177933,Tasse Malzkaffee-Muckefuck-,coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1356,177934,Tasse Milchkaffee,coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1357,177936,Grosser franzosicher Milchkaffee,french coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1358,177938,Cappuccino original,cappuccino,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1359,177939,Cappuccino nach -Art des Hauses-,cappuccino,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1360,177941,Kaffee Creme -Schumli-,coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1361,177944,Doppelter Espresso,espresso,1,2,2,0,0,0.0,False,0.0,False,1840,1840
1362,177945,Macchiato,macchiato (coffee),1,1,1,0,0,0.0,False,0.0,False,1840,1840
1363,177946,Latte Macchiato,macchiato (coffee),1,2,2,0,0,0.0,False,0.0,False,1840,1840
1364,177974,"Kaffee Konsul, Kaffee mit frischer Schlagsahne",coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1365,177975,"Mexikanischer Kaffee, Espresso, heisse Schokolade und frische Schlagsahne",espresso,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1366,177976,"Mokka Macchiato, doppelter Espresso, Schokoladensosse und heisser Milchschaum",macchiato (coffee),1,1,1,0,0,0.0,False,0.0,False,1840,1840
1367,177977,"Wiener Fiaker, Kaffee, Kirschwasser, Zucker und frische Schlagsahne",coffee cocktail,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1368,177978,"Afrikanischer Kaffee, Kaffee, Amarula Wildfruchtlikor, frische Schlagsahne, Schokoladenraspel und gehackte Mandeln",coffee cocktail,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1369,177979,"Frauenkirschenkaffee, Kaffee, Amaretto und frische Schlagsahne",coffee cocktail,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1370,177980,"Kaffee ""Intermezzo,"" heisse Schokolade, Espresso, Creme de Cacao und frische Schlagsahne",coffee drink,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1371,177981,"Kaffee ""Silbermann,"" Kaffee Kaffeelikor, Schlagsahne und Schokoladenraspel",coffee cocktail,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1372,177982,"Baileys Coffee, Kaffee, Baileys Irish Cream und frische Schlagsahne",irish coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1373,177983,"Baileys Cappuccino, Cappuccino, Bailesy Irish Cream und geriebene Schokolade",cappuccino cocktail,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1374,177984,"Rudesheimer Kaffee, Kaffee, Asbach Uralt und frische Schlagsahne",coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1375,177985,"Sachsischer Kaffee, Kaffee, Eierlikor und frische Schlagsahne",coffee cocktail,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1376,177986,"Kaffee ""August der Starke,"" Kaffee, Grand Marnier, Vanillesirup und frische Schlagsahne",coffee drink,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1377,177987,"Galluccino, original Cappuccino mit Galliano",cappuccino,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1378,177988,"Hollandischer Kaffee, Espresso, Eierlikor, heisse Schokolade und Schlagsahne",coffee cocktail,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1379,177989,"Pharisaer, Kaffee, Rum und frische Schlagsahne",coffee cocktail,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1380,177993,"Kaffee ""Bellotto,"" Espresso, Rohrzucker, Cointreau, Rum, Orangensaft, frische Schlagsahne und gehackte Nusse",coffee cocktail,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1381,177994,"Irish Coffee, Kaffee, Whisky und frische Schlagsahne",irish coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1382,178019,"Eiskaffee, mit Vanilleeis und frischer Schlagsahne",coffee glacé,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1383,178020,"Grosser Eiskaffee, mit Vanilleeis und frischer Schlagsahne",coffee glacé,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1384,178023,"Hollandischer Eiskaffee, Kaffee, Vanilleeis, Eierlikor, Schlagsahne, Mandeln",coffee cocktail,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1385,178086,"Salat ""Cafe zur Frauenkirche"" mit zwei kleinen Steaks vom arg. Weiderind (salad composition with roasted slices of courgettes and aubergine, fruity tomatoes, basil, chervil and cranberry port dressing, served with two small baked steaks of beef with black",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1386,178532,"Grillplatte ""Cafe zur Frauenkirche"" (three small steaks of pork, beef and poultry, with ham beans and maize seminola-cheese cakes)",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1387,178536,"Grillplatte ""Cafe zur Frauenkirche"" ...3 kleine Steaks vom Schwein, Rind und Geflugel, mit gegrillten Speckstreifen, Schinkenbohnen und gebackenen Kartoffelecken",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1388,178605,"Jus de fruit (fruits frais) Cafe, The, Chocolat ou Lait",coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1389,178625,"All Dinners include Soup, Salad, Vegetable, Potatoes, Entree, Rolls, Butter and Coffee",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1390,178683,"Fiesta Dinner - Soup, Salad, Fried Chicken Mexicano, Dessert, Hot Tea or Coffee",coffee with food,1,1,1,1967,1967,3.35,False,3.35,False,1967,1967
1391,178685,"Casa Especial Dinner - Soup, Salad, Tostado, Quesadilla and Enchilada or Taco, Dessert, Coffee or Hot Tea",coffee with food,1,1,1,1967,1967,3.35,False,3.35,False,1967,1967
1392,178686,"Tamale Dinner - Soup, Salad, Tamale, with Chili, Enchilada and Taco, Dessert, Coffee or Hot Tea",coffee with food,1,1,1,1967,1967,3.35,False,3.35,False,1967,1967
1393,178687,"Steak Ranchero Dinner - Soup, Salad, Steak Mexicano with Beans, Tortilla, Dessert, Coffee or Hot Tea",coffee with food,1,1,1,1967,1967,3.35,False,3.35,False,1967,1967
1394,178771,"Spanish Omelet with Beans and Tortillas, Coffee or Tea",coffee with food,1,1,1,1967,1967,0.0,False,0.0,False,1967,1967
1395,178873,"PANCHO'S SPECIAL DINNER  Soup, Salad, 1/2 Mexican Pizza, Burrito, Beans or Rice, Dessert, Coffee or Hot Tea",coffee with food,1,1,1,1967,1967,0.0,False,0.0,False,1967,1967
1396,179403,Mocha Parfait,mocha parfait,1,3,3,1958,1958,0.25,False,1.0,False,1958,1958
1397,179936,"CONTINENTAL BREAKFAST: Coffee, tea or chocolate; Rolls, various German breakds or toast; Jam, marmelade, honey; Butter, margarine; Slice of sausage and cheese",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1398,179939,"AMERICAN BREAKFAST: Coffee, tea or chocolate; Rolls, various German breakds or toast; Jam, marmelade, honey; Butter, margarine; Orange, grapefruit or tomato juice; 2 fried or scrambled eggs with baacon, ham, or sausage; or cold assorted choice of meat",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1399,180018,"Continentales Fruhstuck - mit kaffee, tee oder Schokolade, Brotchen, Brot oder Toast, Konfiture, Honig, Butter, Margarine Wurst und Kaseauswahl",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1400,180026,"Amerikanisches Fruhstuck - mit kaffee, tee oder Schokolade, Brotchen, Brot oder Toast, Konfiture, Honig, Butter, Margarine, Orangensaft, Grapefruitsaft oder Tomatensaft, 2 Spiegel oder Ruhreir mit Schinken, Speck oder Wurstchen oder kleine, gemischte Aufs",coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1401,180029,"PETIT DEJEUNER CONTINENTAL:  Café, thé ou chocolat chaud, Petitis pains, pain ou toast, Confitures, miel, Beurre, margarine, Charcuteries et Fromages assortis",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1402,180033,"PETIT DEJEUNER À L'AMERICAINE:  Café, thé ou chocolat chaud, Petits pains, pain ou toast, Confitures, miel, Beurre, margarine, Jus d'orange, jus de pampelmousse ou jus de tomate, 2 oeufs au plat ou brouillés avec jambon lard ou saucisson, ou Assiette angl",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1403,180276,Espresso double,espresso,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1404,180277,"Café au Lait, Milchkaffee",cafe au lait,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1405,180799,"SITAR Vegetabl Pakara Chef's Soup Tandoori Chicken Seekj Kebab Chicken Tikkla Rice, Dahl Beef Pasaanda Nan Dessert and Coffee",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1406,180800,"WEIGHT WATCHER'S Soup and Raita Tandoori Chicken Seekh Kebab Fish Tikka Saag Paneer, Rice Nan Coffee",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1407,180905,Und jetzt einen kostlichen Kaffee oder einen starken Espresso,coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1408,180976,Rudesheimer Kaffee - am Tisch zubereitet,coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1409,181422,Tasse Kaffee oder Tee,coffee,1,1,1,1969,1969,0.0,False,0.0,False,1969,1969
1410,181437,Tasse Cappuccino,cappuccino,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1411,181438,Italienischer Espresso - LAVAZZA,espresso,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1412,181439,Doppelter italienischer Espresso - LAVAZZA,espresso,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1413,181487,Tasse Filterkaffee,coffee,1,2,2,1958,1982,0.0,False,0.0,False,1958,1982
1414,181513,"All Seafood Dinners include Soup, Salad, Vegetable, French Fried Potatoes, Rolls, Butter and Coffee",coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1415,181621,Extra Maracaibo Coffee,coffee,1,1,1,1898,1898,0.2,False,0.2,False,1898,1898
1416,181622,Extra Java coffee,coffee,1,1,1,1898,1898,0.2,False,0.2,False,1898,1898
1417,181623,Extra Mocha coffee,coffee,1,1,1,1898,1898,0.2,False,0.2,False,1898,1898
1418,181624,Extra Mexican coffee,coffee,1,1,1,1898,1898,0.2,False,0.2,False,1898,1898
1419,181694,Kaffee - DALLMAYR Portion,coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1420,181695,Kaffee - DALLMAYR Tasse,coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1421,181696,Kaffee - DALLMAYR Haferl,coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1422,181773,"Coffee, Thea, Chocolate or Milk",coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1423,182047,Arabica Coffee,coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1424,182050,Ice Cream Soda - cafe,coffee drink,1,2,2,1966,1966,0.0,False,0.0,False,1966,1966
1425,182161,cafe de columbie,coffee,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1426,182301,Non-Caffeine Coffee,coffee (decaf),1,18,18,1937,1942,0.25,False,0.25,False,1937,1942
1427,182497,Coffee (Cup),coffee,1,48,65,1917,1967,0.0,False,0.25,False,1917,1967
1428,182520,Decaffeinated Coffee (Cup),coffee (decaf),1,17,17,1937,1946,0.1,False,0.15,False,1937,1946
1429,182747,"One Mutton Chop, Hashed Brown Potatoes, Bread and Butter and Coffee",coffee with food,1,1,1,1941,1941,0.0,False,0.0,False,1941,1941
1430,182749,"Hot Turkey Sandwich, Giblet Gravy, Ice Cream and Coffee",coffee with food,1,1,1,1941,1941,0.0,False,0.0,False,1941,1941
1431,182750,"Baked Beans with Hard Boiled Eggs, Brown Bread and Coffee",coffee with food,1,1,1,1941,1941,0.0,False,0.0,False,1941,1941
1432,182771,"Coffee, Cream",coffee,1,2,2,1917,1959,0.2,False,0.55,False,1917,1959
1433,182791,"Vanill, Strawberry, Coffee or Chocolate",coffee ice cream,1,1,1,1959,1959,0.85,False,0.85,False,1959,1959
1434,182829,Southern Coffee (Cup),coffee,1,6,6,1937,1942,0.15,False,0.15,False,1937,1942
1435,182838,"Sanka Coffee, Pot for One",coffee (pot),1,3,3,1927,1946,0.25,False,0.35,False,1927,1946
1436,182885,Cafe Diable,coffee,1,59,68,1912,1967,0.3,False,75.0,False,1912,1967
1437,183015,"COFFEE WITH CREAM, POT FOR ONE",coffee (pot),1,1,1,1927,1927,0.25,False,0.25,False,1927,1927
1438,183019,"KAFFEE HAG, POT FOR ONE",coffee (small pot),1,1,1,1927,1927,0.35,False,0.35,False,1927,1927
1439,183227,"Sanka Coffee, per pot",coffee,1,7,7,1941,1943,0.2,False,0.25,False,1941,1943
1440,183300,Coffee with Cream (Pot for one),coffee (pot),1,3,3,1927,1927,0.0,False,0.0,False,1927,1927
1441,183414,"Brochette of Sweetbreads and Bacon Bordelaise, New Brussels Sprouts, Sweet Potatoes Saute, Bread and Butter, Tea, Coffee, Milk",coffee with food,1,1,1,1927,1927,1.1,False,1.1,False,1927,1927
1442,183415,"Sugar Cured Ham Glace, Veloute of New Spinach, Mashed Potatoes, Bread and Butter, Tea, Coffee, Milk",coffee with food,1,1,1,1927,1927,0.0,False,0.0,False,1927,1927
1443,183416,"Braized Loin of Lamb with Vegetables Parisienne, Bread and Butter, Tea, Coffee, Milk",coffee with food,1,1,1,1927,1927,0.0,False,0.0,False,1927,1927
1444,183417,"Slice of Eastern Halibut Au Gratin, Creamed Potatoes, Cauliflower Polonaise, Bread and Butter, Tea, Coffee, Milk",coffee with food,1,1,1,1927,1927,1.1,False,1.1,False,1927,1927
1445,183511,"Soup (Cup) or Tomato Juice, Breaded Veal Chop, Tomato Sauce, Choice of Two Vegetables, Choice of Dessert, Bread and Butter, Tea, Coffee, Cocoa, Grade A Pasteurized Milk (Individual Bottle)",coffee with food,1,1,1,1939,1939,1.25,False,1.25,False,1939,1939
1446,183522,Cereal Coffee (Pot),coffee (pot),1,19,19,1920,1948,0.25,False,0.3,False,1920,1948
1447,183523,Decaffeinated Coffee (Pot),coffee (decaf),1,22,22,1920,1948,0.25,False,0.3,False,1920,1948
1448,183566,Kaffee Hag (Pot),coffee (pot),1,3,3,1941,1949,0.25,False,0.25,False,1941,1949
1449,183567,Sanka Coffee (Pot),coffee,1,12,12,1922,1969,0.0,False,0.0,False,1922,1969
1450,183611,Coffee (Hot or Iced),coffee,1,28,28,1931,1965,0.45,False,0.45,False,1931,1965
1451,183630,Cup of Soup Omelette with Preserved Raspberries Florida New Potatoes in Cream Buttered Garden Peas Assorted Bread or Muffins Coffee Tea or Milk,coffee with food,1,1,1,0,0,0.0,False,0.0,False,1840,1840
1452,183729,Pot de Creme Cafe,coffee (pot),1,2,2,1959,1969,0.6,False,1.2,False,1959,1969
1453,183753,Brazilian Creme Coffee Sundae,coffee sundae,1,7,7,1959,1969,1.0,False,2.2,False,1959,1969
1454,183825,Decaf coffee,coffee (decaf),1,4,4,1960,1987,0.45,False,0.9,False,1960,1987
1455,183827,Kaffee-Hag,coffee,1,47,53,1917,1960,0.15,False,15.0,False,1917,1960
1456,183859,Coffee Pot de Creme,coffee (pot),1,11,11,1959,1960,0.9,False,0.95,False,1959,1960
