id,name,name_cluster_coffee,name_cluster_contains_coffee,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,lowest_price_missing,highest_price,highest_price_missing
96,Coffee,coffee,1,7740,8484,1,2928,0.0,false,30.0,false
118,Large pot of coffee,coffee (pot),1,5,5,1900,1963,0.0,false,0.2,false
119,Cup of coffee (served in small pot),coffee,1,1,1,1900,1900,0.0,false,0.0,false
174,Demi-tasse,espresso,1,851,878,1892,1979,0.0,false,15.0,false
321,Tea and Coffee,coffee,1,42,42,1900,1937,0.1,false,0.1,false
531,"Coffee, Tea or Cocoa",coffee,1,1,1,1901,1901,0.05,false,0.05,false
621,Tea + Coffee,coffee,1,1,1,1901,1901,0.0,false,0.0,false
678,Coffee Cake,coffee cake,1,129,135,1893,1987,0.05,false,5.0,false
808,Kaffee,coffee,1,829,868,1888,2005,0.0,false,0.0,false
980,"Tea, Coffee and Chocolate",coffee,1,1,1,1900,1900,0.0,false,0.0,false
1176,TEA AND COFFEE.,coffee,1,1,1,1900,1900,0.0,false,0.0,false
1204,Iced Tea of Coffee,iced coffee,1,1,1,1907,1907,0.25,false,0.25,false
1205,Turkish Coffee,turkish coffee,1,495,623,1895,1971,0.0,false,25.0,false
1212,"Coffee, Pot",coffee (pot),1,164,173,1898,1969,0.05,false,1000.0,false
1235,Cafe o te taza chica,coffee,1,3,3,1900,1900,0.06,false,0.06,false
1255,"Kaffee,",coffee,1,5,5,1899,1901,0.0,false,0.0,false
1302,Cafe Turque,turkish coffee,1,32,34,1895,1972,0.0,false,1.4,false
1303,Iced coffee,iced coffee,1,549,602,1894,1988,0.0,false,25.0,false
1307,"Extra coffee (made on the table) Java, Mocha, Maracaibo or Mexican, demi-tasse",coffee,1,1,1,1900,1900,0.25,false,0.25,false
1393,Pousse Cafe,coffee,1,236,240,1892,1959,0.1,false,30.0,false
1631,Philadelphia Coffee,coffee,1,1,1,1900,1900,0.25,false,0.25,false
1647,Vienna coffee,coffee,1,7,7,1900,1955,0.1,false,0.35,false
2287,Cafe Parfait,coffee parfait,1,517,647,1887,1979,0.0,false,35.0,false
2450,CAFE,coffee,1,860,885,1866,2012,0.0,false,30.0,false
2547,"Demi-tasse, special",espresso,1,6,6,1901,1905,0.1,false,0.25,false
2554,"Extra mocha, per pot",mocha (coffee),1,5,5,1901,1901,0.0,false,0.0,false
2562,Mocha,mocha (coffee),1,41,57,1897,1989,0.25,false,0.25,false
2617,"Coffee or tea, per pot",coffee (pot),1,2,2,1901,1901,0.2,false,0.2,false
3212,Pot of Coffee and cream,coffee (pot),1,5,5,1900,1907,0.0,false,0.0,false
3536,"French coffee, demi-tasse",espresso,1,46,51,1899,1920,0.1,false,0.4,false
4001,Cafee,coffee,1,1,1,1900,1900,0.0,false,0.0,false
4098,Eclair au cafe,coffee eclair,1,2,2,1900,1918,0.05,false,0.15,false
4119,Demi-tasse Cafe,espresso,1,9,9,1892,1900,0.1,false,0.1,false
4147,"Small Pot of Coffee, with Cream or Milk",coffee (pot),1,2,2,1901,1901,0.0,false,0.0,false
4246,Cafe noir,coffee,1,591,591,1883,1967,0.0,false,0.15,false
4821,Tea or Coffee with Rolls,coffee with food,1,12,12,1899,1901,0.2,false,0.2,false
4822,"Coffee, cup",coffee,1,94,97,1900,1961,0.05,false,0.25,false
5049,French coffee in machine,french coffee,1,2,2,1901,1901,0.5,false,0.5,false
5246,Coffee Glace,coffee glacé,1,27,27,1895,1961,0.1,false,15.0,false
5271,"Cafe special, per tasse",coffee,1,2,2,1900,1900,0.0,false,0.0,false
5286,"tea, coffee or milk",coffee,1,5,5,1906,1967,0.0,false,0.05,false
5301,"coffee, per cup",coffee,1,124,124,1882,1962,0.05,false,10.0,false
5352,hot cakes and coffee,coffee with food,1,2,2,1900,1900,0.3,false,0.3,false
5396,"Coffee, per pot",coffee (pot),1,146,148,1882,1965,0.0,false,15.0,false
5407,"Cafe Special, per cup",coffee,1,3,3,1900,1905,0.2,false,0.25,false
5465,Corn Cakes and Coffee,coffee with food,1,2,2,1900,1900,0.3,false,0.3,false
5468,Rice Cakes and Coffee,coffee with food,1,2,2,1900,1900,0.3,false,0.3,false
5473,Doughnuts and Coffee,coffee with food,1,2,2,1900,1900,0.0,false,0.0,false
5585,Mug of Coffee,coffee,1,2,2,1900,1907,0.05,false,0.05,false
5651,"coffee, tea",coffee,1,1,1,0,0,0.4,false,0.4,false
5660,"No. 1 Fruit, One Mutton Chop, One Fried Egg, Strip of Broiled Bacon One Hot Roll, Baked Potato Coffee",coffee with food,1,1,1,1907,1907,0.0,false,0.0,false
5670,"No. 2 Single Mutton Chop Baked Potato, Hot Roll Coffee",coffee with food,1,1,1,1907,1907,0.5,false,0.5,false
5707,special coffee noir 1/2 tasse,espresso,1,1,1,1900,1900,0.1,false,0.1,false
5718,"No. 3 Single Pork Chop Baked Potato, Hot Roll Coffee",coffee with food,1,1,1,1907,1907,0.0,false,0.0,false
5730,"No. 4 Small Breakfast Steak Baked Potato, Hot Roll Coffee",coffee with food,1,1,1,1907,1907,0.6,false,0.6,false
5737,"No. 5 Cereal with Cream Coffee, Rolls or Toast",coffee with food,1,1,1,1907,1907,0.35,false,0.35,false
5741,"No. 6 Fruit, Plain Omelette Coffee, Hot Roll",coffee with food,1,1,1,1907,1907,0.55,false,0.55,false
5747,"No. 7 Sunday Morning Baked Beans, Half Portion Fish Ball (1), Coffee Brown Bread",coffee with food,1,1,1,1907,1907,0.0,false,0.0,false
6255,French Coffee,french coffee,1,403,517,1881,1973,0.1,false,15.0,false
6423,"Rolls and one cup of Coffee, 10 cents",coffee with food,1,1,1,1900,1900,0.0,false,0.0,false
6494,Cafe Turc,turkish coffee,1,162,164,1894,1954,0.0,false,20.0,false
6520,"Two Eggs boiled, fried or scrambled, or Country Sausage, with two Rolls and one cup of Coffee",coffee with food,1,3,3,1900,1900,0.0,false,0.0,false
6608,Delicious Coffee with Cream,coffee,1,3,3,1900,1900,0.05,false,0.05,false
6721,Cup of Coffee,coffee,1,82,90,1892,1963,0.0,false,10.0,false
6924,"Coffee or Tea, per cup",coffee,1,2,2,1900,1938,0.05,false,0.2,false
7007,Parfait cafe,coffee parfait,1,29,31,1895,1907,0.3,false,30.0,false
7132,Parfait au Cafe,coffee parfait,1,32,32,1892,1961,0.0,false,25.0,false
7308,Coffee pot with cream,coffee (pot),1,3,3,1900,1937,0.0,false,0.0,false
7311,Cofee pot,coffee (pot),1,1,1,1900,1900,0.25,false,0.25,false
7418,"Large pot coffee, tea or chocolate",coffee (pot),1,1,1,1900,1900,0.0,false,0.0,false
7428,"Coffee, large pot",coffee (pot),1,35,35,1894,1917,0.15,false,25.0,false
7430,"Coffee, small pot",coffee (pot),1,23,23,1894,1917,0.1,false,15.0,false
7433,Iced tea or iced coffee,iced coffee,1,8,9,1901,1972,0.15,false,2.75,false
7474,"Coffee, Tea or Milk",coffee,1,20,25,1900,1976,0.05,false,5.0,false
7493,Two Fried Eggs with Coffee or Tea,coffee with food,1,2,2,1906,1906,0.1,false,0.1,false
7499,Two Boiled Eggs with Coffee or Tea,coffee with food,1,2,2,1906,1906,0.1,false,0.1,false
7503,Two Scrambled Eggs with Coffee or Tea,coffee with food,1,2,2,1906,1906,0.1,false,0.1,false
7506,"Rolls, Butter and Coffee",coffee with food,1,2,2,1906,1906,0.05,false,0.05,false
7550,Plain Omelet with Coffee or Tea,coffee with food,1,2,2,1906,1906,0.1,false,0.1,false
7555,Ham Omelet with Coffee or Tea,coffee with food,1,2,2,1906,1906,0.0,false,0.0,false
7576,Wheat Cakes with Coffee,coffee with food,1,3,3,1900,1906,0.0,false,0.0,false
7598,Coffee or Tea,coffee,1,36,61,1900,1985,0.1,false,1.25,false
7624,Coffee with Pure Cream,coffee,1,11,11,1900,1985,0.05,false,0.1,false
8110,Vanilla or Cafe Ice Cream,coffee ice cream,1,1,1,1907,1907,0.25,false,0.25,false
8258,iced tea or coffee,iced coffee,1,29,32,1900,1984,0.05,false,2.0,false
8265,demi-tasse coffee,espresso,1,11,11,1900,1941,0.1,false,0.2,false
8290,Pot of Coffee with Cream,coffee (pot),1,36,37,1892,1955,0.1,false,35.0,false
8407,"Coffe, Tea, Etc.",coffee,1,1,1,1900,1900,0.0,false,0.0,false
8443,Cafe Netherland Salad,dutch coffee,1,2,2,1900,1900,0.0,false,0.0,false
8463,Mousse au cafe a la Netherland,dutch coffee,1,6,6,1896,1900,0.3,false,0.3,false
8543,"coffee,pot for two",coffee (pot),1,1,1,1906,1906,0.2,false,0.2,false
8551,"one soup, one meat, one dessert and coffee",coffee with food,1,1,1,1906,1906,0.0,false,0.0,false
8725,"French Coffee, large pot",coffee (pot),1,1,1,1907,1907,0.4,false,0.4,false
8727,"French Coffee, Small pot",coffee (pot),1,1,1,1907,1907,0.25,false,0.25,false
9066,Black Coffee,coffee,1,39,39,1888,1943,0.05,false,10.0,false
9219,Cafe Netherland,dutch coffee,1,5,5,1900,1900,0.6,false,0.6,false
9359,Extra demi-tasse,espresso,1,6,6,1898,1900,0.2,false,0.2,false
9677,"Coffee per cup, 10; pot 25",coffee,1,1,1,1900,1900,0.0,false,0.0,false
10049,Coffee Frappe,frappe (coffee),1,1,1,1901,1901,0.1,false,0.1,false
10097,"Iced Coffee, ""Guadarali,"" per Glass",iced coffee,1,1,1,1901,1901,0.05,false,0.05,false
10099,"Mocha and Java, ""Guadarali"" with Whipped Cream, per Cup",mocha (coffee),1,1,1,1901,1901,0.05,false,0.05,false
10100,"Caramel Cereal Coffee, per Cup",coffee,1,1,1,1901,1901,0.05,false,0.05,false
10230,After Dinner Coffee Cup,coffee,1,4,4,1905,1907,0.0,false,0.0,false
10232,"Sweetbreads, Cafe Netherland",coffee with food,1,3,3,1900,1900,1.5,false,1.5,false
10281,Coffee with milk,coffee,1,15,15,1900,1937,0.0,false,0.35,false
10495,"Coffee, Per Pot (For One)",coffee (pot),1,3,3,1900,1900,0.15,false,0.15,false
10497,"Coffee, Per Pot (For Two)",coffee (pot),1,3,3,1900,1900,0.25,false,0.25,false
10553,"Coffee, which makes the politician wise and see through all things, with his half-shut eyes",coffee,1,1,1,1900,1900,0.05,false,0.05,false
10815,Cup Coffee Custard,coffee,1,2,2,1901,1901,0.05,false,0.5,false
10857,Iced Coffee with Cream,iced coffee,1,20,20,1901,1959,0.1,false,0.3,false
10859,Coffee with Cream,coffee,1,260,267,1,1981,0.0,false,35.0,false
10880,"Pot Coffee, for one",coffee (pot),1,2,2,1900,1900,0.15,false,0.15,false
10882,"Pot Coffee, for two",coffee (pot),1,2,2,1900,1900,0.25,false,0.25,false
10965,"Coffee, Tea or Chocolate",coffee,1,4,4,1900,1952,0.1,false,0.45,false
10971,Pot of Coffee or Chocolate,coffee (pot),1,5,5,1900,1901,0.0,false,0.0,false
11168,Coffee Rings,coffee,1,14,14,1901,1901,0.0,false,0.0,false
11210,"TEA, COFFEE, COCOA, PER CUP, SERVED IN POT",coffee (pot),1,1,1,1901,1901,0.1,false,0.1,false
11342,Coffee Eclairs,coffee eclair,1,32,32,1892,1962,0.0,false,0.0,false
11470,Coffee and Cream,coffee,1,53,54,1900,1914,0.1,false,35.0,false
11529,Tea or Coffee,coffee,1,23,29,1900,1975,0.0,false,0.3,false
11578,"Coffee, Chocolate or Vanilla Eclairs",coffee eclair,1,3,3,1900,1900,0.0,false,0.0,false
11627,Cup of tea or coffee,coffee,1,2,2,1901,1901,0.05,false,0.05,false
11697,"Coffe or tea, pot",coffee (pot),1,1,1,1901,1901,0.2,false,0.2,false
11704,"COFFEE, TEA AND CHOCOLATE",coffee,1,1,1,1901,1901,0.0,false,0.0,false
11849,Pot coffee for two,coffee (pot),1,1,1,1900,1900,0.25,false,0.25,false
11853,Pot Coffee for one,coffee (pot),1,1,1,1900,1900,0.15,false,0.15,false
11860,"COFFEE, ETC.",coffee,1,1,1,1898,1898,0.0,false,0.0,false
11913,Coffee Ice Cream,coffee ice cream,1,596,652,1881,1987,0.0,false,30.0,false
11983,"Coffee or Tea per Pot, per Cup",coffee,1,1,1,1901,1901,0.0,false,0.0,false
12086,"Coffee, cup with milk",coffee,1,3,3,1901,1901,0.1,false,0.1,false
12089,"Coffee, cup with cream",coffee,1,5,5,1900,1905,0.1,false,0.15,false
12090,Pot Coffee,coffee (pot),1,18,18,1900,1962,0.1,false,0.25,false
12094,Pot Coffee with cream,coffee (pot),1,7,7,1900,1901,0.0,false,0.0,false
12174,Special Black Coffee,coffee,1,3,3,1900,1900,0.3,false,2.5,false
12177,Pot of Coffee for one,coffee (pot),1,10,10,1900,1919,0.1,false,0.25,false
12234,"Coffee, per cup with cream",coffee,1,15,15,1892,1907,0.0,false,0.0,false
12240,"Coffee, per pot with cream",coffee (pot),1,9,9,1892,1915,0.2,false,30.0,false
12412,Coffee or Chocolate,coffee,1,4,4,1900,1955,0.1,false,0.15,false
12637,Small pot of tea or coffee,coffee (pot),1,3,3,1900,1900,0.2,false,0.2,false
12679,Tea Coffee,coffee,1,1,1,1900,1900,0.0,false,0.0,false
12769,Coffee with hot cream,coffee,1,9,9,1900,1919,0.2,false,0.25,false
12772,demi-tasse.,espresso,1,1,1,1901,1901,0.0,false,0.0,false
12938,"Pot of Coffee and Rolls, for one",coffee with food,1,1,1,1900,1900,0.0,false,0.0,false
13011,Pot de Cafe et Petits Pains pour un,coffee with food,1,1,1,1900,1900,0.25,false,0.25,false
13034,"""Guadarali"" Coffee, our celebrated blend, with Cream",coffee,1,1,1,1906,1906,0.0,false,0.0,false
13269,"COFFEE, BREAD AND BUTTER",coffee with food,1,1,1,1901,1901,0.15,false,0.15,false
13331,"Coffee, single pot",coffee (pot),1,12,12,1898,1907,0.1,false,0.2,false
13434,Coffee with Rolls,coffee with food,1,7,7,1899,1901,0.2,false,0.2,false
13447,Cup of Coffee and cream,coffee,1,5,5,1900,1907,0.0,false,0.0,false
13487,Pot of coffee,coffee (pot),1,130,142,1892,1985,0.0,false,20.0,false
13852,"Coffee, with Whipped Cream",coffee,1,2,2,1900,1900,0.0,false,0.0,false
14251,Drip Coffee,coffee,1,4,4,1900,1900,0.0,false,0.0,false
14726,Special Black Coffee 1 cup,coffee,1,2,2,1900,1900,0.3,false,30.0,false
14734,"Coffee or Tea, Per Cup; Per Pot",coffee,1,1,1,1900,1900,0.1,false,0.25,false
15371,"Tea, Coffee & Cocoa",coffee,1,2,2,1900,1901,0.0,false,0.0,false
15449,"HOT OR ICED TEA, COFFEE OR MILK",coffee,1,1,1,1901,1901,0.0,false,0.0,false
15673,Coffee per cup,coffee,1,19,19,1900,1958,0.05,false,0.15,false
15675,Coffee per pot,coffee (pot),1,21,22,1900,1961,0.0,false,0.45,false
15677,Coffee for two,coffee,1,1,1,1900,1900,0.2,false,0.2,false
15738,Cafe Noir Special 1 tasse 30; 2. 50,coffee,1,1,1,1900,1900,0.3,false,0.5,false
16007,"Coffee, Chocolate, or Vanilla Eclairs",coffee eclair,1,1,1,1900,1900,0.0,false,0.0,false
16168,Caffe,coffee,1,45,46,1889,2012,0.0,false,3.0,false
16340,"Coffee or tea, per pot, 25c. Per cup 10c",coffee,1,1,0,1901,1901,0.1,false,0.25,false
16433,"Coffee, for one, 15c",coffee,1,1,1,1900,1900,0.15,false,0.15,false
16469,"Coffee, For One",coffee,1,1,1,1900,1900,0.15,false,0.15,false
16492,"A POT OF COFFEE, FOR TWO",coffee (pot),1,4,4,1900,1900,0.25,false,0.25,false
16537,A CUP OF AFTER DINNER COFFEE,coffee,1,2,2,1900,1900,0.1,false,0.1,false
16728,"A Pot of Coffee, for one",coffee (pot),1,4,4,1900,1900,0.15,false,0.15,false
16731,A Cup of Coffee,coffee,1,4,4,1900,1900,0.1,false,0.1,false
16802,Pousse-Cafe,coffee,1,8,8,1900,1900,0.0,false,0.0,false
16823,"Cafe frappe au kirsch, pony",frappe (coffee),1,1,1,1900,1900,0.25,false,0.25,false
17064,"Coffee, demi-tasse",espresso,1,37,37,1900,1933,0.05,false,0.2,false
17070,"Coffee, double pot",coffee (pot),1,9,9,1900,1907,0.2,false,0.25,false
17169,"Coffee, for two",coffee,1,1,1,1900,1900,0.25,false,0.25,false
17198,"CREAM WITH TEA, COFFEE, ETC., FIVE CENTS EXTRA",coffee,1,1,1,1900,1900,0.0,false,0.0,false
17233,"French coffee, small cup",espresso,1,14,14,1889,1900,0.0,false,0.0,false
17565,"French coffee, demi-tasse special",espresso,1,2,2,1900,1900,0.0,false,0.0,false
17567,"Coffe, per cup",coffee,1,2,2,1900,1960,0.15,false,0.2,false
17570,"Coffe, per pot special",coffee,1,1,1,1900,1900,0.0,false,0.0,false
17673,Cafe demi-tasse,espresso,1,11,11,1898,1914,0.1,false,0.15,false
17678,"Pot of Coffee, single",coffee (pot),1,4,4,1900,1900,0.2,false,0.2,false
17680,"Pot of Coffee, large",coffee (pot),1,4,4,1900,1900,0.0,false,0.0,false
17794,"Eclairs, coffee",coffee eclair,1,6,6,1892,1912,0.1,false,0.15,false
18147,"Iced Coffee, special",iced coffee,1,6,6,1905,1906,0.0,false,0.0,false
18149,"Iced Coffee, glass",iced coffee,1,10,10,1905,1948,0.05,false,5.0,false
18154,"Guadarali Blend Coffee with cream, cup",coffee,1,1,1,1906,1906,0.0,false,0.0,false
18219,Coffee                      Tea,coffee,1,1,1,1901,1901,0.0,false,0.0,false
18388,Eclair Cafe,coffee eclair,1,2,2,1900,1900,0.0,false,0.15,false
18680,"COFFEE, PER POT EXTRA FOR THREE",coffee (pot),1,2,2,1901,1901,0.15,false,0.15,false
18840,"iced tea, coffee or chocolate per glass",iced coffee,1,1,1,1906,1906,0.05,false,0.05,false
18887,Cold Corned Beef with Coffee,coffee with food,1,2,2,1906,1906,0.0,false,0.0,false
18890,Cold Ham with Coffee,coffee with food,1,2,2,1906,1906,0.1,false,0.1,false
18927,"Ham, Beans, and Coffee",coffee with food,1,1,1,1906,1906,0.1,false,0.1,false
18930,"Corned Beef, Beans and Coffee",coffee with food,1,1,1,1906,1906,0.0,false,0.0,false
18936,"Pork, Beans and Coffee",coffee with food,1,2,2,1906,1906,0.0,false,0.0,false
19129,"Small pot coffee, tea or chocolate with cream",coffee (pot),1,1,1,1900,1900,0.0,false,0.0,false
19132,Large cup of Coffee,coffee,1,4,4,1901,1906,0.05,false,0.15,false
19193,"Peach, Lemon, Vanilla, Coffee, Chocolate [ices]",coffee ice cream,1,1,1,1901,1901,0.0,false,0.0,false
19202,"Extra coffee...Java, Mocha, Maracaibo or Mexican",coffee,1,1,1,1901,1901,0.0,false,0.0,false
19284,Pot of coffee for two,coffee (pot),1,13,13,1900,1914,0.1,false,0.25,false
19315,Demitasse special,espresso,1,1,1,1906,1906,0.25,false,0.25,false
19483,Cup coffee,coffee,1,8,12,1900,1924,0.1,false,0.15,false
19484,Cup coffee with cream,coffee,1,2,2,1901,1901,0.0,false,0.0,false
19654,Iced Coffee with Whipped Cream,iced coffee,1,6,6,1901,1958,0.15,false,0.35,false
19711,"""Guadalarali"" Coffee, our celebrated blend, cup with Cream",coffee,1,1,1,1906,1906,0.05,false,0.05,false
19733,"Coffee Cake, French",coffee cake,1,2,2,1900,1900,0.05,false,0.05,false
19742,German Coffee Cake,coffee cake,1,21,21,1898,1916,0.05,false,0.5,false
19755,"Coffee, whipped cream, per cup",coffee,1,2,2,1900,1900,0.0,false,0.0,false
19758,Demitase of Coffee,espresso,1,2,2,1900,1900,0.05,false,0.05,false
19848,"Pousse Cafe, per glass",coffee cocktail,1,6,6,1882,1901,0.25,false,0.3,false
19888,Parfait Glace au Cafe,coffee glacé,1,2,2,1900,1900,0.3,false,0.3,false
19898,"Coffee, 3 Pounds",coffee in tin,1,1,1,1905,1905,1.0,false,1.0,false
20028,"Tea or coffee, cup",coffee,1,1,1,1901,1901,0.1,false,0.1,false
20031,"Tea or coffee, pot",coffee (pot),1,2,2,1901,1905,0.2,false,0.25,false
20173,"Coffee, per pot, small",coffee (pot),1,3,3,1900,1900,0.1,false,0.2,false
20224,Coffee pot for two,coffee (pot),1,2,2,1900,1900,0.2,false,25.0,false
20225,"Coffee pot for two, to order",coffee (pot),1,1,1,1900,1900,0.25,false,0.25,false
20230,Cream for coffee or tea,coffee,1,1,1,1900,1900,0.0,false,0.0,false
20231,"Coffee, iced, glass",iced coffee,1,2,2,1900,1900,0.15,false,0.15,false
20365,"Thee, Kaffee, Hafercacao",coffee,1,1,1,1900,1900,0.0,false,0.0,false
20430,"Tea, Coffee, Cocovena",coffee,1,1,1,1900,1900,0.0,false,0.0,false
20478,"Coffee, per pot, large",coffee (pot),1,3,3,1900,1900,0.2,false,0.4,false
20480,Coffee demi-tasse,espresso,1,2,2,1900,1900,0.15,false,0.15,false
20755,Mocha and Java Coffee,coffee,1,6,6,1900,1907,0.15,false,0.25,false
20835,"""Guadalarali"" Coffee, pot",coffee,1,1,1,1906,1906,0.1,false,0.1,false
21088,Cafe Frappe au Kirsch,frappe (coffee),1,16,18,1900,1918,0.25,false,0.4,false
21171,"Coffee, 10c Pot, 25c",coffee (pot),1,1,1,1901,1901,0.1,false,0.25,false
21267,"Coffee per Cup, Served in Pot",coffee (pot),1,1,1,1901,1901,0.0,false,0.0,false
21331,Cafe au Lait,cafe au lait,1,21,21,1891,1987,0.0,false,1.35,false
21402,"Coffee, per cup, per pot",coffee (pot),1,1,1,1901,1901,0.1,false,0.15,false
21453,Small Coffee,coffee,1,7,7,1900,1939,0.0,false,0.0,false
21671,Coffee or Tea and Rolls or Cold Bread for one,coffee with food,1,3,3,1900,1900,0.0,false,0.0,false
21775,Demi Tasse Cafe,espresso,1,9,9,1899,1907,0.0,false,0.0,false
21836,Kaffeebrot,coffee pastry,1,15,15,1899,1901,0.0,false,0.0,false
22010,Special Demi-Tasse,espresso,1,17,17,1900,1907,0.2,false,0.25,false
22171,Coffee and Rolls,coffee with food,1,42,50,1900,1917,0.1,false,0.4,false
22290,"Small pot coffee, tea or chocolate",coffee (pot),1,1,1,1900,1900,0.0,false,0.0,false
22490,"Tea or Coffee, per pot",coffee (pot),1,5,5,1900,1937,0.2,false,0.25,false
22497,"Large pot coffee, tea or chocolate with cream",coffee (pot),1,1,1,1900,1900,0.0,false,0.0,false
22521,Ice Cream: Coffee,coffee ice cream,1,4,4,1900,1969,0.2,false,0.85,false
22651,"Ice Cream, Café parfait",coffee parfait,1,3,3,1900,1907,0.25,false,0.4,false
22685,"Coffee, per pot, served for two",coffee (pot),1,2,3,1901,1914,0.2,false,0.2,false
22686,"Coffee, per pot, with cream",coffee (pot),1,7,7,1900,1905,0.25,false,0.3,false
22688,"Coffee, per cup, with cream",coffee,1,7,7,1900,1919,0.1,false,0.15,false
22689,"Postum cereal coffee, pot",postum (coffee substitute),1,4,4,1901,1912,0.2,false,0.2,false
22691,"Postum cereal coffee, cup",postum (coffee substitute),1,5,5,1901,1912,0.1,false,0.15,false
22693,"Postum cereal coffee, per pot, with cream",postum (coffee substitute),1,1,1,1901,1901,0.0,false,0.0,false
22695,"Postum cereal coffee, per cup, with cream",postum (coffee substitute),1,1,1,1901,1901,0.15,false,0.15,false
22743,Coffee and Eggs,coffee with food,1,1,1,1900,1900,0.3,false,0.3,false
22833,Fancy Ice Cream: Parfait au cafe,coffee parfait,1,1,1,1900,1900,0.0,false,0.0,false
22858,"Pousse Café, glass",coffee,1,1,1,1901,1901,0.3,false,0.3,false
23130,"Tea or coffee, per Cup",coffee,1,5,5,1900,1905,0.1,false,0.1,false
23287,"Coffee, demi tasse",espresso,1,39,39,1899,1946,0.1,false,0.25,false
23297,"Coffee, per pot, single",coffee (pot),1,2,2,1901,1907,0.15,false,0.2,false
23302,Pot Black Coffee,coffee (pot),1,1,1,1901,1901,0.3,false,0.3,false
23404,parfait glace au mocha,mocha glacé,1,5,5,1900,1900,0.25,false,0.25,false
23446,Bremen Coffeebread,coffee with food,1,1,1,1901,1901,0.0,false,0.0,false
24099,Coffee small pot,coffee (pot),1,13,13,1900,1917,0.15,false,0.2,false
24128,Buttered Toast and Coffee,coffee with food,1,6,6,1913,1913,0.1,false,10.0,false
24132,Dry Toast and Coffee,coffee with food,1,5,6,1913,1913,0.1,false,10.0,false
24321,Bremer Kaffeebrot,coffee,1,1,1,1901,1901,0.0,false,0.0,false
24560,Coffee Jelly with Whipped Cream,coffee jelly,1,6,6,1897,1919,0.1,false,0.2,false
24689,"Special Black Coffee, 1 Cup 30; 2 Cups 50",coffee,1,1,1,1900,1900,0.0,false,0.0,false
24723,"Eclairs, Vanille, Chocolat et Cafe",coffee eclair,1,4,4,1900,1900,0.15,false,15.0,false
24977,"Coffee, per pot served for two",coffee (pot),1,3,3,1900,1901,0.0,false,0.0,false
25082,"Two Eggs with Coffee, any style",coffee with food,1,2,2,1900,1900,0.15,false,0.15,false
25083,"Three Eggs, with Coffee",coffee with food,1,2,2,1900,1900,0.2,false,0.2,false
25109,Pot de Café pour un,coffee (small pot),1,3,3,1900,1900,0.25,false,0.25,false
25301,Coffee blanc mange,coffee,1,2,2,1900,1900,0.0,false,0.0,false
25626,"Postum cereal coffee, pot, with Cream",postum (coffee substitute),1,2,2,1901,1901,0.3,false,0.3,false
25628,"Postum cereal coffee, cup, with cream",postum (coffee substitute),1,2,2,1901,1901,0.15,false,0.15,false
25671,"Coffee, per pot, served for two,with Cream",coffee (pot),1,1,1,1901,1901,0.3,false,0.3,false
26349,Coffee Ice-Cream,coffee ice cream,1,2,2,1900,1900,0.0,false,0.0,false
26356,"""Gregg's Brand"" Mocha and Java Coffee cup",coffee,1,1,1,1901,1901,0.0,false,0.0,false
26361,Special Coffee,coffee,1,95,96,1,1965,0.0,false,25.0,false
26446,Coffee Cakes,coffee cake,1,11,13,1900,1965,0.05,false,0.05,false
26559,Coffee or Tea per Pot,coffee (pot),1,1,1,1900,1900,0.0,false,0.0,false
26949,Small pot of coffee,coffee (pot),1,6,6,1898,1900,0.1,false,0.2,false
27094,Cafe special,coffee,1,35,38,1900,1925,0.0,false,0.25,false
27146,"Tea or Coffee, cup, pot",coffee,1,1,1,1900,1900,0.0,false,0.0,false
27457,Roll and Cup Coffee,coffee with food,1,2,2,1900,1900,0.0,false,0.0,false
27459,Roll and Cup of Coffee,coffee with food,1,4,4,1900,1900,0.0,false,0.0,false
27483,"""Greggs Brand"" Mocha and Java Coffee",coffee,1,2,2,1901,1901,0.0,false,0.0,false
27485,"""Greggs Brand"" Demi Tasse Coffee",coffee with food,1,2,2,1901,1901,0.1,false,0.1,false
27663,Rolls and Cup of Coffee,coffee with food,1,2,2,1900,1900,0.5,false,0.5,false
27884,"Turkish Coffee, special, service for two",turkish coffee,1,1,1,1900,1900,0.5,false,0.5,false
27938,"Tea, Coffee, or Chocolate",coffee,1,1,1,1900,1900,0.0,false,0.0,false
28046,Small Pot Coffee or Tea,coffee (pot),1,2,2,1900,1900,0.1,false,0.1,false
28159,Iced Coffee or Tea,iced coffee,1,21,22,1900,1972,0.1,false,0.35,false
28627,Cafe noir.,coffee,1,4,4,1898,1901,0.0,false,0.0,false
28921,Kaffeebrod,coffee pastry,1,7,7,1900,1901,0.0,false,0.0,false
28970,Kaffee & Thee,coffee,1,1,1,1901,1901,0.0,false,0.0,false
29780,"Coffee, pot, with cream",coffee (pot),1,6,6,1900,1901,0.25,false,0.35,false
29786,"French coffee, cup",french coffee,1,4,4,1892,1906,0.1,false,0.15,false
29986,"Coffee (or ""across the water beans"")",coffee with food,1,1,1,1901,1901,0.0,false,0.0,false
30194,Coffee glacee,coffee glacé,1,4,4,1901,1914,0.15,false,0.2,false
30207,Coffee eclair,coffee eclair,1,25,26,1901,1949,0.05,false,0.2,false
30215,"Cafe, demi-tasse",espresso,1,3,3,1896,1900,0.1,false,0.1,false
30325,Cafe Noir a la Rome,coffee,1,1,1,1901,1901,0.0,false,0.0,false
